NME_AREA_CIENCIA,MONTO_FINANCIADO_AP,AREA_TEMATICA
No disponible,349876168,Basicas biomedicas
No disponible,266566257,No disponible
No disponible,127900712,Fisica
No disponible,301278770,No disponible
No disponible,349943911,USO RACIONAL DE ENERGIA
No disponible,349849500,No disponible
No disponible,345529800,No disponible
No disponible,347923800,Basicas biomedicas
No disponible,349125000,No disponible
No disponible,349902000,Basicas biomedicas
No disponible,111534000,No disponible
No disponible,192067000,No disponible
No disponible,189062600,No disponible
No disponible,249400000,ALIMENTACION Y NUTRICION
No disponible,249189990,ALIMENTACION Y NUTRICION
No disponible,113079794,No disponible
No disponible,229362846,No disponible
2 INGENIERIA Y TECNOLOGIA,189062600,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,200000000,No disponible
2 INGENIERIA Y TECNOLOGIA,189062600,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,350000000,No disponible
No disponible,192142400,No disponible
No disponible,113338830,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,109340648,AUTOPARTES
No disponible,111850156,No disponible
2 INGENIERIA Y TECNOLOGIA,383235200,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,112200576,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,247150000,ALIMENTACION Y NUTRICION
No disponible,250000000,ALIMENTACION Y NUTRICION
No disponible,54499459,AUTOPARTES
No disponible,255269479,No disponible
2 INGENIERIA Y TECNOLOGIA,192142400,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,411747048,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,82600000,AUTOMATIZACION Y MODERNIZACION DE PROCESOS
No disponible,112952867,No disponible
No disponible,172200000,AUTOPARTES
No disponible,276406112,AUTOPARTES
No disponible,108037625,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,113000000,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,102656000,No disponible
No disponible,358100000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,206100000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,168246000,AGUA Y MANEJO SOSTENIBLE DE LOS RECURSOS HIDRICOS
No disponible,130500000,ENERGIA Y RECURSOS NATURALES
2 INGENIERIA Y TECNOLOGIA,192142400,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,268477000,ENERGIAS ALTERNATIVAS
No disponible,113068000,No disponible
No disponible,355100000,No disponible
No disponible,274050000,No disponible
No disponible,336680190,No disponible
No disponible,192142400,No disponible
No disponible,168750000,ALIMENTACION Y NUTRICION
No disponible,148584168,Estudios sociales de la ciencia
No disponible,111000000,COSMETICOS Y ARTICULOS DE ASEO
No disponible,166122220,Sistema politico y relaciones de poder
No disponible,157400000,ENERGIA Y RECURSOS NATURALES
No disponible,232100000,CIBERSEGURIDAD
5 CIENCIAS SOCIALES,99999520,PATRIMONIO E INNOVACION
No disponible,85325754,ENSENANZA DE LAS CIENCIAS
No disponible,96611600,Identidades culturales
No disponible,506678619,AUTOPARTES
No disponible,456020000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
2 INGENIERIA Y TECNOLOGIA,192067000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,475700000,AUTOPARTES
No disponible,85647360,ENSENANZA DE LAS CIENCIAS
No disponible,249928848,ALIMENTACION Y NUTRICION
No disponible,249950000,ALIMENTACION Y NUTRICION
No disponible,250000000,DISENO DESARROLLO Y CONSTRUCCION DE PROTOTIPOS
No disponible,227300000,ALIMENTACION Y NUTRICION
No disponible,175850000,ALIMENTACION Y NUTRICION
No disponible,563550000,MATERIALES Y ELECTRONICA
No disponible,349070545,No disponible
No disponible,234360000,ALIMENTACION Y NUTRICION
No disponible,310000000,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,189062600,No disponible
No disponible,105966133,No disponible
No disponible,46149664,AUTOPARTES
2 INGENIERIA Y TECNOLOGIA,200000000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,303125000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,164065000,MEJORAMIENTO SUSTANCIAL DE PROCESOS Y DE PRODUCTOS
53 CIENCIAS DE LA EDUCACION,331400000,Innovaciones educativas psicopedagogia e intelige
No disponible,349720333,Estructura y funcion de ecosistemas
No disponible,366857536,AUTOPARTES
No disponible,119722527,SERVICIOS AL CIUDADANO
No disponible,218922378,No disponible
No disponible,189062600,No disponible
2 INGENIERIA Y TECNOLOGIA,200000000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
2 INGENIERIA Y TECNOLOGIA,200000000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,113239140,AUTOPARTES
No disponible,112985005,No disponible
No disponible,110728907,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,127000000,AGUA Y MANEJO SOSTENIBLE DE LOS RECURSOS HIDRICOS
No disponible,348750000,SOSTENIBILIDAD DE AGROECOSISTEMAS
No disponible,53984196,AUTOPARTES
No disponible,373422696,No disponible
No disponible,91727392,No disponible
2 INGENIERIA Y TECNOLOGIA,192142400,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,85698360,ENSENANZA DE LAS CIENCIAS
No disponible,249910000,ALIMENTACION Y NUTRICION
No disponible,249860000,ALIMENTACION Y NUTRICION
No disponible,245000000,ALIMENTACION Y NUTRICION
No disponible,249500000,ALIMENTACION Y NUTRICION
No disponible,326913200,LOGISTICA Y DISENO
No disponible,200000000,No disponible
No disponible,300000000,ENERGIA Y RECURSOS NATURALES
No disponible,113340000,AUTOPARTES
2 INGENIERIA Y TECNOLOGIA,192142400,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,214662000,ALIMENTACION Y NUTRICION
No disponible,249667000,ALIMENTACION Y NUTRICION
No disponible,224510000,ALIMENTACION Y NUTRICION
No disponible,237000000,ALIMENTACION Y NUTRICION
No disponible,43968000,AUTOPARTES
No disponible,254200000,No disponible
No disponible,250000000,ALIMENTACION Y NUTRICION
No disponible,250000000,ALIMENTACION Y NUTRICION
No disponible,249999959,ALIMENTACION Y NUTRICION
No disponible,249999869,ALIMENTACION Y NUTRICION
No disponible,99670000,AUTOPARTES
No disponible,113241100,AUTOPARTES
No disponible,300000000,ENERGIA Y RECURSOS NATURALES
No disponible,121871053,No disponible
No disponible,149110000,Sistema politico y relaciones de poder
No disponible,124327900,Agua biodiversidad y bosques
No disponible,275000000,Basicas biomedicas
No disponible,250000000,ALIMENTACION Y NUTRICION
No disponible,310950770,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,296000000,4.3.3 DESARROLLO DE MODELOS SISTEMAS DE CONTROL TECNOLOGIAS Y PROCESOS BIOLOGICOS QUIMICOS Y FISICOS QUE PERMITAN LA GESTION SOSTENIBLE DE LOS RECURSOS AGUA AIRE Y SUELO
No disponible,25857444,No disponible
2 INGENIERIA Y TECNOLOGIA,199380000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
2 INGENIERIA Y TECNOLOGIA,199800000,INFORMATICA
No disponible,250000000,ALIMENTACION Y NUTRICION
No disponible,342759300,SALUD
No disponible,553667000,MEJORAMIENTO SUSTANCIAL DE PROCESOS Y DE PRODUCTOS
No disponible,250000000,ALIMENTACION Y NUTRICION
No disponible,249917283,ALIMENTACION Y NUTRICION
No disponible,346060177,No disponible
No disponible,363900000,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA
No disponible,249400000,ALIMENTACION Y NUTRICION
No disponible,90750000,No disponible
No disponible,189062600,No disponible
No disponible,107000000,ALIMENTACION Y NUTRICION
No disponible,192800000,ALIMENTACION Y NUTRICION
No disponible,250000000,ALIMENTACION Y NUTRICION
No disponible,318800000,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,249536000,ALIMENTACION Y NUTRICION
No disponible,85584528,ENSENANZA DE LAS CIENCIAS
2 INGENIERIA Y TECNOLOGIA,189062600,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
2 INGENIERIA Y TECNOLOGIA,200000000,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,200000000,No disponible
No disponible,200000000,No disponible
No disponible,84018828,ENSENANZA DE LAS CIENCIAS
2 INGENIERIA Y TECNOLOGIA,189062600,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,99123480,ASEGURAMIENTO DE CALIDAD Y METROLOGIA
No disponible,180000000,LOGISTICA Y DISENO
No disponible,199960800,No disponible
No disponible,189062600,No disponible
No disponible,199000000,AGUA Y MANEJO SOSTENIBLE DE LOS RECURSOS HIDRICOS
No disponible,113240300,No disponible
No disponible,101400300,No disponible
No disponible,106400300,No disponible
No disponible,102800300,No disponible
No disponible,111360000,No disponible
No disponible,157142857,CONTENIDOS MEDIATICOS PARA PRIMERA INFANCIA
No disponible,149600000,PATRIMONIO E INNOVACION
No disponible,116105201,INNOVACION Y COMPETITIVIDAD DE LAS INDUSTRIAS CULTURALES
No disponible,146978613,PATRIMONIO E INNOVACION
No disponible,195303914,DISENO DESARROLLO Y CONSTRUCCION DE PROTOTIPOS
No disponible,424706000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,574641375,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,149359755,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
No disponible,145921532,GOBIERNO PROPIO Y GESTION DEL TERRITORIO
No disponible,103191449,INVESTIGACION EN ARTES (MUSICA Y DANZA)
No disponible,288530874,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,79290000,BIOCOMBUSTIBLES AVANZADOS
No disponible,148843500,CADENA DE VALOR DEL SECTOR ARTESANAL COLOMBIANO
No disponible,149917020,PATRIMONIO E INNOVACION
No disponible,148837500,CADENA DE VALOR DEL SECTOR ARTESANAL COLOMBIANO
No disponible,300000000,No disponible
No disponible,300000000,No disponible
No disponible,493185000,No disponible
No disponible,449991426,No disponible
No disponible,62250000,No disponible
No disponible,500000000,No disponible
No disponible,478494370,No disponible
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,110790000,Electronica y Tecnologias de la Informacion
No disponible,200000000,Electronica y Tecnologias de la Informacion
No disponible,81000000,Electronica y Tecnologias de la Informacion
No disponible,551613960,No disponible
No disponible,562611600,No disponible
No disponible,480997228,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,574000000,No disponible
No disponible,198844508,GESTION PUBLICA BIENES E INTERESES PUBLICOS
No disponible,149738036,Metodologia para el desarrollo de cualidades fisicas tecnicas tacticas de los deportistas de alto rendimiento en Colombia.
No disponible,363333333,No disponible
No disponible,355444897,ENERGIAS SUSTENTABLES
No disponible,236000000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,574000000,No disponible
No disponible,47475430,Aplicacion de TICs en el Deporte la recreacion y la Actividad Fisica dispositivos y aplicativos para generar servicios del Sistema de Informacion  del SND.
No disponible,149998960,Metodologia para el desarrollo de cualidades fisicas tecnicas tacticas de los deportistas de alto rendimiento en Colombia.
No disponible,144903400,Aplicacion de TICs en el Deporte la recreacion y la Actividad Fisica dispositivos y aplicativos para generar servicios del Sistema de Informacion  del SND.
No disponible,216730500,Memoria historica por ejes tematicos
No disponible,344447378,TELECOMUNICACIONES
No disponible,89889258,No disponible
No disponible,145979647,Evaluaciones de Impacto de la promocion de deporte recreacion actividad fisica y aprovechamiento del tiempo libre sobre la salud  y estilos de vida de las comunidades.
No disponible,476355246,METODOLOGIA COSTOS DE GENERACION ENERGIA ELECTRICA
No disponible,274347150,GPC para la prevencion diagnostico tratamiento de la obesidad en adultos.
No disponible,313158949,GPC de diagnostico tratamiento y rehabilitacion del episodio agudo de los accidentes cerebro-vasculares isquemicos en poblacion mayor de 18 anos.
No disponible,149999724,Politica publica para el deporte la recreacion la actividad fisica y el aprovechamiento del tiempo libre a nivel nacional regional y local con enfoque de derechos y diversidad con perspectiva de
No disponible,81227254,Salud Operacional
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,470124714,GPC en prevencion deteccion temprana diagnostico y tratamiento de defectos refractivos en  menores de 18 anos.
No disponible,350000000,GPC para la prevencion diagnostico tratamiento inicial del cancer de estomago.
No disponible,149625000,No disponible
No disponible,89994600,No disponible
No disponible,56828643,Metodologia para el desarrollo de cualidades fisicas tecnicas tacticas de los deportistas de alto rendimiento en Colombia.
No disponible,344962000,ANALISIS DISENO Y DESARROLLO DE SISTEMAS DE INFORMACION EN TIEMPO REAL DEL RECAUDO Y GESTION DE FLOTA
No disponible,494981120,EVALUACION RECURSOS SOLAR Y EOLICO
No disponible,200000000,BIOCOMBUSTIBLES AVANZADOS
No disponible,304109850,MEJORAMIENTO SUSTANCIAL DE PROCESOS Y DE PRODUCTOS
No disponible,200000000,Electronica y Tecnologias de la Informacion
No disponible,105225044,Electronica y Tecnologias de la Informacion
No disponible,110427648,Los programas y contextos de recreacion como espacios de transformacion y formacion de sujetos politicos.
No disponible,462860660,No disponible
No disponible,186265000,INVESTIGACION FUNDAMENTAL
No disponible,188680000,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS
No disponible,570257520,No disponible
No disponible,164000000,Aeroespacial y Simulacion
No disponible,200000000,Electronica y Tecnologias de la Informacion
No disponible,89648259,No disponible
2 INGENIERIA Y TECNOLOGIA,200000000,Electronica y Tecnologias de la Informacion
No disponible,89964000,No disponible
No disponible,123540417,Politica publica para el deporte la recreacion la actividad fisica y el aprovechamiento del tiempo libre a nivel nacional regional y local con enfoque de derechos y diversidad con perspectiva de
No disponible,59204250,Metodologia para el desarrollo de cualidades fisicas tecnicas tacticas de los deportistas de alto rendimiento en Colombia.
No disponible,238749635,ENFERMEDADES TRANSMISIBLES
No disponible,250000000,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,249982288,ENFERMEDADES TRANSMISIBLES
No disponible,249826500,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,202240500,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,249996450,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,132561000,ENFERMEDADES TRANSMISIBLES
No disponible,249939950,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,249914091,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,249497930,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,238188523,ENFERMEDADES TRANSMISIBLES
No disponible,243907651,SALUD MATERNA Y PERINATAL
No disponible,196924794,ENFERMEDADES TRANSMISIBLES
No disponible,226204754,SALUD MATERNA Y PERINATAL
No disponible,248314897,ENFERMEDADES TRANSMISIBLES
No disponible,248893800,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,234364459,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,245201720,SALUD PUBLICA SISTEMAS Y SERVICIOS DE SALUD
No disponible,150947324,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,242575300,SEGURIDAD ALIMENTARIA
No disponible,239244779,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES
No disponible,243057958,SALUD MATERNA Y PERINATAL
No disponible,249729799,SALUD PUBLICA SISTEMAS Y SERVICIOS DE SALUD
No disponible,249996450,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,250000000,ENFERMEDADES TRANSMISIBLES
No disponible,249996450,BIOTECNOLOGIA
No disponible,202598144,BIOTECNOLOGIA
No disponible,249977445,ENFERMEDADES TRANSMISIBLES
No disponible,197261200,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,149454500,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,238504021,SEGURIDAD ALIMENTARIA
No disponible,199660060,INVESTIGACION FUNDAMENTAL
No disponible,246625775,ENFERMEDADES TRANSMISIBLES
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,239856100,ENFERMEDADES TRANSMISIBLES
No disponible,240234110,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES
No disponible,249812708,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,233454650,ENFERMEDADES TRANSMISIBLES
No disponible,199992010,INVESTIGACION BASICA ORIENTADA
No disponible,164378194,INVESTIGACION BASICA ORIENTADA
No disponible,187616054,INVESTIGACION FUNDAMENTAL
No disponible,199654862,INVESTIGACION BASICA ORIENTADA
No disponible,197760000,INVESTIGACION FUNDAMENTAL
No disponible,199856300,INVESTIGACION BASICA ORIENTADA
No disponible,249246465,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES
No disponible,245577750,ENFERMEDADES TRANSMISIBLES
No disponible,233653923,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,235444470,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,190344000,INVESTIGACION FUNDAMENTAL
No disponible,197708500,INVESTIGACION BASICA ORIENTADA
No disponible,76403855,INVESTIGACION FUNDAMENTAL
No disponible,199634600,INVESTIGACION FUNDAMENTAL
No disponible,199861200,INVESTIGACION FUNDAMENTAL
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,199403472,INVESTIGACION FUNDAMENTAL
No disponible,198075666,INVESTIGACION BASICA ORIENTADA
No disponible,199828243,INVESTIGACION BASICA ORIENTADA
No disponible,56650000,INVESTIGACION FUNDAMENTAL
No disponible,199999980,INVESTIGACION BASICA ORIENTADA
No disponible,199999999,INVESTIGACION FUNDAMENTAL
No disponible,199408000,INVESTIGACION BASICA ORIENTADA
No disponible,199760520,INVESTIGACION BASICA ORIENTADA
No disponible,199562088,INVESTIGACION FUNDAMENTAL
No disponible,199927695,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,199181400,INVESTIGACION FUNDAMENTAL
No disponible,108616000,INVESTIGACION FUNDAMENTAL
No disponible,199996636,INVESTIGACION FUNDAMENTAL
No disponible,199999807,INVESTIGACION BASICA ORIENTADA
No disponible,199820000,INVESTIGACION FUNDAMENTAL
No disponible,157305066,INVESTIGACION FUNDAMENTAL
No disponible,193600000,INVESTIGACION FUNDAMENTAL
No disponible,189880405,INVESTIGACION BASICA ORIENTADA
No disponible,197142000,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,199482675,INVESTIGACION BASICA ORIENTADA
No disponible,199122918,INVESTIGACION BASICA ORIENTADA
No disponible,199747900,INVESTIGACION BASICA ORIENTADA
No disponible,198429088,INVESTIGACION FUNDAMENTAL
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,198600000,INVESTIGACION FUNDAMENTAL
No disponible,199824000,INVESTIGACION FUNDAMENTAL
No disponible,249939800,ENFERMEDADES TRANSMISIBLES
No disponible,198457440,INVESTIGACION FUNDAMENTAL
No disponible,199820000,INVESTIGACION BASICA ORIENTADA
No disponible,199048477,INVESTIGACION BASICA ORIENTADA
No disponible,198028690,INVESTIGACION BASICA ORIENTADA
No disponible,214559193,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,199117952,INVESTIGACION BASICA ORIENTADA
No disponible,199935978,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,131272800,INVESTIGACION BASICA ORIENTADA
No disponible,196000000,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,195400000,INVESTIGACION FUNDAMENTAL
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,172216000,INVESTIGACION FUNDAMENTAL
No disponible,199832266,INVESTIGACION BASICA ORIENTADA
No disponible,141005352,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,124063500,INVESTIGACION BASICA ORIENTADA
No disponible,299995740,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,243454327,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,199541790,INVESTIGACION FUNDAMENTAL
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,199975243,INVESTIGACION BASICA ORIENTADA
No disponible,198155167,INVESTIGACION BASICA ORIENTADA
No disponible,240000000,No disponible
No disponible,375477000,No disponible
No disponible,249971524,ENFERMEDADES TRANSMISIBLES
No disponible,247495222,ENFERMEDADES TRANSMISIBLES
No disponible,199408000,INVESTIGACION FUNDAMENTAL
No disponible,243000000,ENFERMEDADES TRANSMISIBLES
No disponible,249260000,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,241135401,SALUD MATERNA Y PERINATAL
No disponible,199952746,INVESTIGACION FUNDAMENTAL
No disponible,199408000,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,249266846,ENFERMEDADES TRANSMISIBLES
No disponible,244048200,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,243819540,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,196833000,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,76048682,SALUD MATERNA Y PERINATAL
No disponible,199978023,ENFERMEDADES TRANSMISIBLES
No disponible,223948624,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES
No disponible,227467878,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,244161500,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,246531736,ENFERMEDADES TRANSMISIBLES
No disponible,195967306,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,241382931,APROVECHAMIENTO SOSTENIBLE DE RECURSOS HIDROBIOLOGICOS MARINOS COSTEROS Y CONTINENTALES
No disponible,121917150,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,149777714,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,246638238,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES
No disponible,223858140,SALUD MATERNA Y PERINATAL
No disponible,214769214,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,248801067,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,206381837,ENFERMEDADES TRANSMISIBLES
No disponible,170971142,SALUD MATERNA Y PERINATAL
No disponible,241587242,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,235149000,BIOTECNOLOGIA
No disponible,199964613,INVESTIGACION BASICA ORIENTADA
No disponible,199348750,INVESTIGACION BASICA ORIENTADA
No disponible,193418973,INVESTIGACION BASICA ORIENTADA
No disponible,247833277,ENFERMEDADES TRANSMISIBLES
No disponible,238447060,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,199820000,INVESTIGACION BASICA ORIENTADA
No disponible,198752908,INVESTIGACION FUNDAMENTAL
No disponible,200000000,INVESTIGACION FUNDAMENTAL
No disponible,248397447,ENFERMEDADES TRANSMISIBLES
No disponible,247560500,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,145826037,GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION).
No disponible,46826890,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,199991495,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,295000000,RECURSOS ENERGETICOS NO-RENOVABLES Y MINERIA
No disponible,199999992,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,236252459,ENFERMEDADES TRANSMISIBLES
No disponible,249666587,BIODIVERSIDAD Y ECOSISTEMAS MARINOS  COSTEROS Y DULCEACUICOLAS
No disponible,197028700,INVESTIGACION BASICA ORIENTADA
No disponible,200000000,RECURSOS ENERGETICOS NO-RENOVABLES Y MINERIA
No disponible,199974500,INVESTIGACION FUNDAMENTAL
No disponible,199994965,INVESTIGACION BASICA ORIENTADA
No disponible,299995740,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,150000000,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,249780150,BIOTECNOLOGIA
No disponible,160221858,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,199974500,INVESTIGACION BASICA ORIENTADA
No disponible,194649400,INVESTIGACION FUNDAMENTAL
No disponible,137093000,INVESTIGACION FUNDAMENTAL
No disponible,197558944,INVESTIGACION BASICA ORIENTADA
No disponible,199947725,INVESTIGACION BASICA ORIENTADA
No disponible,195999998,INVESTIGACION FUNDAMENTAL
No disponible,195859444,INVESTIGACION BASICA ORIENTADA
No disponible,62795392,PROCESOS SUPERFICIALES DE LA TIERRA
No disponible,299678500,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,299999937,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,199999426,INVESTIGACION FUNDAMENTAL
No disponible,199921929,INVESTIGACION BASICA ORIENTADA
No disponible,199022326,INVESTIGACION BASICA ORIENTADA
No disponible,165191400,INVESTIGACION BASICA ORIENTADA
No disponible,148938000,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,145615694,GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION).
No disponible,147743200,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,249826499,APROVECHAMIENTO SOSTENIBLE DE RECURSOS HIDROBIOLOGICOS MARINOS COSTEROS Y CONTINENTALES
No disponible,227161968,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,199987643,INVESTIGACION BASICA ORIENTADA
No disponible,150000000,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,197303313,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,136845100,RECURSOS ENERGETICOS NO-RENOVABLES Y MINERIA
No disponible,181437714,OCEANOS AGUA Y CAMBIO CLIMATICO
No disponible,200000000,INVESTIGACION BASICA ORIENTADA
No disponible,294389656,PROCESOS SUPERFICIALES DE LA TIERRA
No disponible,249942000,BIODIVERSIDAD Y ECOSISTEMAS MARINOS  COSTEROS Y DULCEACUICOLAS
No disponible,249582042,BIODIVERSIDAD Y ECOSISTEMAS MARINOS  COSTEROS Y DULCEACUICOLAS
